GEOID,NAME,variable,estimate,moe
34029,"Ocean County, New Jersey",population,591939,NA
34031,"Passaic County, New Jersey",population,504041,NA
34033,"Salem County, New Jersey",population,63336,NA
34035,"Somerset County, New Jersey",population,330176,NA
34037,"Sussex County, New Jersey",population,142298,NA
34039,"Union County, New Jersey",population,553066,NA
34041,"Warren County, New Jersey",population,106293,NA
35001,"Bernalillo County, New Mexico",population,677692,NA
35003,"Catron County, New Mexico",population,3539,NA
35005,"Chaves County, New Mexico",population,65459,NA
35006,"Cibola County, New Mexico",population,26978,NA
35007,"Colfax County, New Mexico",population,12353,NA
35009,"Curry County, New Mexico",population,50199,NA
35011,"De Baca County, New Mexico",population,2060,69
35013,"Do�a Ana County, New Mexico",population,215338,NA
35015,"Eddy County, New Mexico",population,57437,NA
35017,"Grant County, New Mexico",population,28061,NA
35019,"Guadalupe County, New Mexico",population,4382,NA
35021,"Harding County, New Mexico",population,459,69
35023,"Hidalgo County, New Mexico",population,4371,NA
35025,"Lea County, New Mexico",population,70126,NA
35027,"Lincoln County, New Mexico",population,19482,NA
35028,"Los Alamos County, New Mexico",population,18356,NA
35029,"Luna County, New Mexico",population,24264,NA
35031,"McKinley County, New Mexico",population,72849,NA
35033,"Mora County, New Mexico",population,4563,NA
35035,"Otero County, New Mexico",population,65745,NA
35037,"Quay County, New Mexico",population,8373,NA
35039,"Rio Arriba County, New Mexico",population,39307,NA
35041,"Roosevelt County, New Mexico",population,19117,NA
35043,"Sandoval County, New Mexico",population,140769,NA
35045,"San Juan County, New Mexico",population,127455,NA
35047,"San Miguel County, New Mexico",population,28034,NA
35049,"Santa Fe County, New Mexico",population,148917,NA
35051,"Sierra County, New Mexico",population,11135,NA
35053,"Socorro County, New Mexico",population,17000,NA
35055,"Taos County, New Mexico",population,32888,NA
35057,"Torrance County, New Mexico",population,15595,NA
35059,"Union County, New Mexico",population,4175,NA
35061,"Valencia County, New Mexico",population,75956,NA
36001,"Albany County, New York",population,307426,NA
36003,"Allegany County, New York",population,47025,NA
36005,"Bronx County, New York",population,1437872,NA
36007,"Broome County, New York",population,194402,NA
36009,"Cattaraugus County, New York",population,77686,NA
36011,"Cayuga County, New York",population,77868,NA
36013,"Chautauqua County, New York",population,129656,NA
36015,"Chemung County, New York",population,85740,NA
36017,"Chenango County, New York",population,48348,NA
36019,"Clinton County, New York",population,80794,NA
36021,"Columbia County, New York",population,60919,NA
36023,"Cortland County, New York",population,48123,NA
36025,"Delaware County, New York",population,45502,NA
36027,"Dutchess County, New York",population,293894,NA
36029,"Erie County, New York",population,919866,NA
36031,"Essex County, New York",population,37751,NA
36033,"Franklin County, New York",population,50692,NA
36035,"Fulton County, New York",population,53743,NA
36037,"Genesee County, New York",population,58112,NA
36039,"Greene County, New York",population,47617,NA
36041,"Hamilton County, New York",population,4575,NA
36043,"Herkimer County, New York",population,62505,NA
36045,"Jefferson County, New York",population,114448,NA
36047,"Kings County, New York",population,2600747,NA
36049,"Lewis County, New York",population,26719,NA
36051,"Livingston County, New York",population,63907,NA
36053,"Madison County, New York",population,71359,NA
36055,"Monroe County, New York",population,744248,NA
36057,"Montgomery County, New York",population,49426,NA
36059,"Nassau County, New York",population,1356564,NA
36061,"New York County, New York",population,1632480,NA
36063,"Niagara County, New York",population,211704,NA
36065,"Oneida County, New York",population,230782,NA
36067,"Onondaga County, New York",population,464242,NA
36069,"Ontario County, New York",population,109472,NA
36071,"Orange County, New York",population,378227,NA
36073,"Orleans County, New York",population,41175,NA
36075,"Oswego County, New York",population,119104,NA
36077,"Otsego County, New York",population,60244,NA
36079,"Putnam County, New York",population,99070,NA
36081,"Queens County, New York",population,2298513,NA
36083,"Rensselaer County, New York",population,159431,NA
36085,"Richmond County, New York",population,474101,NA
36087,"Rockland County, New York",population,323686,NA
36089,"St. Lawrence County, New York",population,109558,NA
36091,"Saratoga County, New York",population,227377,NA
36093,"Schenectady County, New York",population,154883,NA
36095,"Schoharie County, New York",population,31364,NA
36097,"Schuyler County, New York",population,17992,NA
36099,"Seneca County, New York",population,34612,NA
36101,"Steuben County, New York",population,96927,NA
36103,"Suffolk County, New York",population,1487901,NA
36105,"Sullivan County, New York",population,75211,NA
36107,"Tioga County, New York",population,49045,NA
36109,"Tompkins County, New York",population,102962,NA
36111,"Ulster County, New York",population,179303,NA
36113,"Warren County, New York",population,64480,NA
36115,"Washington County, New York",population,61828,NA
36117,"Wayne County, New York",population,90856,NA
36119,"Westchester County, New York",population,968815,NA
36121,"Wyoming County, New York",population,40565,NA
36123,"Yates County, New York",population,25009,NA
37001,"Alamance County, North Carolina",population,160576,NA
37003,"Alexander County, North Carolina",population,37119,NA
37005,"Alleghany County, North Carolina",population,10973,NA
37007,"Anson County, North Carolina",population,25306,NA
37009,"Ashe County, North Carolina",population,26786,NA
37011,"Avery County, North Carolina",population,17501,NA
37013,"Beaufort County, North Carolina",population,47243,NA
37015,"Bertie County, North Carolina",population,19644,NA
37017,"Bladen County, North Carolina",population,33778,NA
37019,"Brunswick County, North Carolina",population,126860,NA
37021,"Buncombe County, North Carolina",population,254474,NA
37023,"Burke County, North Carolina",population,89712,NA
37025,"Cabarrus County, North Carolina",population,201448,NA
37027,"Caldwell County, North Carolina",population,81779,NA
37029,"Camden County, North Carolina",population,10447,NA
37031,"Carteret County, North Carolina",population,68920,NA
37033,"Caswell County, North Carolina",population,22746,NA
37035,"Catawba County, North Carolina",population,156729,NA
37037,"Chatham County, North Carolina",population,69791,NA
37039,"Cherokee County, North Carolina",population,27668,NA
37041,"Chowan County, North Carolina",population,14205,NA
37043,"Clay County, North Carolina",population,10813,NA
37045,"Cleveland County, North Carolina",population,97159,NA
37047,"Columbus County, North Carolina",population,56293,NA
37049,"Craven County, North Carolina",population,103082,NA
37051,"Cumberland County, North Carolina",population,332106,NA
37053,"Currituck County, North Carolina",population,25796,NA
37055,"Dare County, North Carolina",population,35741,NA
37057,"Davidson County, North Carolina",population,164664,NA
37059,"Davie County, North Carolina",population,41991,NA
37061,"Duplin County, North Carolina",population,59062,NA
37063,"Durham County, North Carolina",population,306457,NA
37065,"Edgecombe County, North Carolina",population,53332,NA
37067,"Forsyth County, North Carolina",population,371573,NA
37069,"Franklin County, North Carolina",population,64902,NA
37071,"Gaston County, North Carolina",population,216585,NA
37073,"Gates County, North Carolina",population,11563,NA
37075,"Graham County, North Carolina",population,8557,NA
37077,"Granville County, North Carolina",population,58874,NA
37079,"Greene County, North Carolina",population,21008,NA
37081,"Guilford County, North Carolina",population,523582,NA
37083,"Halifax County, North Carolina",population,51737,NA
37085,"Harnett County, North Carolina",population,130361,NA
37087,"Haywood County, North Carolina",population,60433,NA
37089,"Henderson County, North Carolina",population,113625,NA
37091,"Hertford County, North Carolina",population,24153,NA
37093,"Hoke County, North Carolina",population,53239,NA
37095,"Hyde County, North Carolina",population,5393,NA
37097,"Iredell County, North Carolina",population,172525,NA
37099,"Jackson County, North Carolina",population,42256,NA
37101,"Johnston County, North Carolina",population,191172,NA
37103,"Jones County, North Carolina",population,9695,NA
37105,"Lee County, North Carolina",population,60125,NA
37107,"Lenoir County, North Carolina",population,57227,NA
37109,"Lincoln County, North Carolina",population,81441,NA
37111,"McDowell County, North Carolina",population,45109,NA
37113,"Macon County, North Carolina",population,34410,NA
37115,"Madison County, North Carolina",population,21405,NA
37117,"Martin County, North Carolina",population,23054,NA
37119,"Mecklenburg County, North Carolina",population,1054314,NA
37121,"Mitchell County, North Carolina",population,15040,NA
37123,"Montgomery County, North Carolina",population,27338,NA
37125,"Moore County, North Carolina",population,95629,NA
37127,"Nash County, North Carolina",population,94003,NA
37129,"New Hanover County, North Carolina",population,224231,NA
37131,"Northampton County, North Carolina",population,20186,NA
37133,"Onslow County, North Carolina",population,193912,NA
37135,"Orange County, North Carolina",population,142938,NA
37137,"Pamlico County, North Carolina",population,12742,NA
37139,"Pasquotank County, North Carolina",population,39479,NA
37141,"Pender County, North Carolina",population,59020,NA
37143,"Perquimans County, North Carolina",population,13459,NA
37145,"Person County, North Carolina",population,39305,NA
37147,"Pitt County, North Carolina",population,177372,NA
37149,"Polk County, North Carolina",population,20458,NA
37151,"Randolph County, North Carolina",population,142958,NA
37153,"Richmond County, North Carolina",population,45189,NA
37155,"Robeson County, North Carolina",population,133442,NA
37157,"Rockingham County, North Carolina",population,91270,NA
37159,"Rowan County, North Carolina",population,139605,NA
37161,"Rutherford County, North Carolina",population,66532,NA
37163,"Sampson County, North Carolina",population,63561,NA
37165,"Scotland County, North Carolina",population,35262,NA
37167,"Stanly County, North Carolina",population,61114,NA
37169,"Stokes County, North Carolina",population,45905,NA
37171,"Surry County, North Carolina",population,72099,NA
37173,"Swain County, North Carolina",population,14254,NA
37175,"Transylvania County, North Carolina",population,33513,NA
37177,"Tyrrell County, North Carolina",population,4119,NA
37179,"Union County, North Carolina",population,226694,NA
37181,"Vance County, North Carolina",population,44482,NA
37183,"Wake County, North Carolina",population,1046558,NA
37185,"Warren County, North Carolina",population,20033,NA
37187,"Washington County, North Carolina",population,12156,NA
37189,"Watauga County, North Carolina",population,54117,NA
37191,"Wayne County, North Carolina",population,124002,NA
37193,"Wilkes County, North Carolina",population,68460,NA
37195,"Wilson County, North Carolina",population,81336,NA
37197,"Yadkin County, North Carolina",population,37665,NA
37199,"Yancey County, North Carolina",population,17667,NA
38001,"Adams County, North Dakota",population,2351,NA
38003,"Barnes County, North Dakota",population,10836,NA
38005,"Benson County, North Dakota",population,6886,NA
38007,"Billings County, North Dakota",population,946,90
38009,"Bottineau County, North Dakota",population,6589,NA
38011,"Bowman County, North Dakota",population,3195,NA
38013,"Burke County, North Dakota",population,2213,NA
38015,"Burleigh County, North Dakota",population,93737,NA
38017,"Cass County, North Dakota",population,174202,NA
38019,"Cavalier County, North Dakota",population,3824,NA
38021,"Dickey County, North Dakota",population,4970,NA
38023,"Divide County, North Dakota",population,2369,NA
38025,"Dunn County, North Dakota",population,4387,NA
38027,"Eddy County, North Dakota",population,2313,NA
38029,"Emmons County, North Dakota",population,3352,NA
38031,"Foster County, North Dakota",population,3290,NA
38033,"Golden Valley County, North Dakota",population,1882,100
38035,"Grand Forks County, North Dakota",population,70400,NA
38037,"Grant County, North Dakota",population,2380,NA
38039,"Griggs County, North Dakota",population,2266,NA
38041,"Hettinger County, North Dakota",population,2576,NA
38043,"Kidder County, North Dakota",population,2460,NA
38045,"LaMoure County, North Dakota",population,4100,NA
38047,"Logan County, North Dakota",population,1927,NA
38049,"McHenry County, North Dakota",population,5927,NA
38051,"McIntosh County, North Dakota",population,2654,NA
38053,"McKenzie County, North Dakota",population,12536,NA
38055,"McLean County, North Dakota",population,9608,NA
38057,"Mercer County, North Dakota",population,8570,NA
38059,"Morton County, North Dakota",population,30544,NA
38061,"Mountrail County, North Dakota",population,10152,NA
38063,"Nelson County, North Dakota",population,2920,NA
38065,"Oliver County, North Dakota",population,1837,92
38067,"Pembina County, North Dakota",population,7016,NA
38069,"Pierce County, North Dakota",population,4210,NA
38071,"Ramsey County, North Dakota",population,11557,NA
38073,"Ransom County, North Dakota",population,5361,NA
38075,"Renville County, North Dakota",population,2495,NA
38077,"Richland County, North Dakota",population,16288,NA
38079,"Rolette County, North Dakota",population,14603,NA
38081,"Sargent County, North Dakota",population,3883,NA
38083,"Sheridan County, North Dakota",population,1405,92
38085,"Sioux County, North Dakota",population,4413,NA
38087,"Slope County, North Dakota",population,704,70
38089,"Stark County, North Dakota",population,30876,NA
38091,"Steele County, North Dakota",population,1910,NA
38093,"Stutsman County, North Dakota",population,21064,NA
38095,"Towner County, North Dakota",population,2246,NA
38097,"Traill County, North Dakota",population,8019,NA
38099,"Walsh County, North Dakota",population,10802,NA
38101,"Ward County, North Dakota",population,69034,NA
38103,"Wells County, North Dakota",population,4055,NA
38105,"Williams County, North Dakota",population,34061,NA
39001,"Adams County, Ohio",population,27878,NA
39003,"Allen County, Ohio",population,103642,NA
39005,"Ashland County, Ohio",population,53477,NA
39007,"Ashtabula County, Ohio",population,98136,NA
39009,"Athens County, Ohio",population,65936,NA
39011,"Auglaize County, Ohio",population,45784,NA
39013,"Belmont County, Ohio",population,68472,NA
39015,"Brown County, Ohio",population,43679,NA
39017,"Butler County, Ohio",population,378294,NA
39019,"Carroll County, Ohio",population,27578,NA
39021,"Champaign County, Ohio",population,38864,NA
39023,"Clark County, Ohio",population,135198,NA
39025,"Clermont County, Ohio",population,203216,NA
39027,"Clinton County, Ohio",population,41896,NA
39029,"Columbiana County, Ohio",population,104003,NA
39031,"Coshocton County, Ohio",population,36574,NA
39033,"Crawford County, Ohio",population,42021,NA
39035,"Cuyahoga County, Ohio",population,1253783,NA
39037,"Darke County, Ohio",population,51734,NA
39039,"Defiance County, Ohio",population,38279,NA
39041,"Delaware County, Ohio",population,197008,NA
39043,"Erie County, Ohio",population,75136,NA
39045,"Fairfield County, Ohio",population,152910,NA
39047,"Fayette County, Ohio",population,28645,NA
39049,"Franklin County, Ohio",population,1275333,NA
39051,"Fulton County, Ohio",population,42305,NA
39053,"Gallia County, Ohio",population,30195,NA
39055,"Geauga County, Ohio",population,93961,NA
39057,"Greene County, Ohio",population,165811,NA
39059,"Guernsey County, Ohio",population,39274,NA
39061,"Hamilton County, Ohio",population,812037,NA
39063,"Hancock County, Ohio",population,75690,NA
39065,"Hardin County, Ohio",population,31542,NA
39067,"Harrison County, Ohio",population,15307,NA
39069,"Henry County, Ohio",population,27316,NA
39071,"Highland County, Ohio",population,43007,NA
39073,"Hocking County, Ohio",population,28495,NA
39075,"Holmes County, Ohio",population,43859,NA
39077,"Huron County, Ohio",population,58457,NA
39079,"Jackson County, Ohio",population,32524,NA
39081,"Jefferson County, Ohio",population,66886,NA
39083,"Knox County, Ohio",population,61215,NA
39085,"Lake County, Ohio",population,230052,NA
39087,"Lawrence County, Ohio",population,60622,NA
39089,"Licking County, Ohio",population,172293,NA
39091,"Logan County, Ohio",population,45307,NA
39093,"Lorain County, Ohio",population,306713,NA
39095,"Lucas County, Ohio",population,432379,NA
39097,"Madison County, Ohio",population,43988,NA
39099,"Mahoning County, Ohio",population,231064,NA
39101,"Marion County, Ohio",population,65344,NA
39103,"Medina County, Ohio",population,177257,NA
39105,"Meigs County, Ohio",population,23160,NA
39107,"Mercer County, Ohio",population,40806,NA
39109,"Miami County, Ohio",population,104800,NA
39111,"Monroe County, Ohio",population,14090,NA
39113,"Montgomery County, Ohio",population,532034,NA
39115,"Morgan County, Ohio",population,14702,NA
39117,"Morrow County, Ohio",population,34976,NA
39119,"Muskingum County, Ohio",population,86076,NA
39121,"Noble County, Ohio",population,14443,NA
39123,"Ottawa County, Ohio",population,40709,NA
39125,"Paulding County, Ohio",population,18872,NA
39127,"Perry County, Ohio",population,35985,NA
39129,"Pickaway County, Ohio",population,57420,NA
39131,"Pike County, Ohio",population,28214,NA
39133,"Portage County, Ohio",population,162644,NA
39135,"Preble County, Ohio",population,41207,NA
39137,"Putnam County, Ohio",population,33969,NA
39139,"Richland County, Ohio",population,121324,NA
39141,"Ross County, Ohio",population,77051,NA
39143,"Sandusky County, Ohio",population,59299,NA
39145,"Scioto County, Ohio",population,76377,NA
39147,"Seneca County, Ohio",population,55475,NA
39149,"Shelby County, Ohio",population,48797,NA
39151,"Stark County, Ohio",population,373475,NA
39153,"Summit County, Ohio",population,541810,NA
39155,"Trumbull County, Ohio",population,201794,NA
39157,"Tuscarawas County, Ohio",population,92526,NA
39159,"Union County, Ohio",population,55654,NA
39161,"Van Wert County, Ohio",population,28281,NA
39163,"Vinton County, Ohio",population,13111,NA
39165,"Warren County, Ohio",population,226564,NA
39167,"Washington County, Ohio",population,60671,NA
39169,"Wayne County, Ohio",population,116208,NA
39171,"Williams County, Ohio",population,36936,NA
39173,"Wood County, Ohio",population,129936,NA
39175,"Wyandot County, Ohio",population,22107,NA
40001,"Adair County, Oklahoma",population,22113,NA
40003,"Alfalfa County, Oklahoma",population,5857,NA
40005,"Atoka County, Oklahoma",population,13874,NA
40007,"Beaver County, Oklahoma",population,5415,NA
40009,"Beckham County, Oklahoma",population,22621,NA
40011,"Blaine County, Oklahoma",population,9634,NA
40013,"Bryan County, Oklahoma",population,45759,NA
40015,"Caddo County, Oklahoma",population,29342,NA
40017,"Canadian County, Oklahoma",population,136710,NA
40019,"Carter County, Oklahoma",population,48406,NA
40021,"Cherokee County, Oklahoma",population,48599,NA
40023,"Choctaw County, Oklahoma",population,14886,NA
40025,"Cimarron County, Oklahoma",population,2189,NA
40027,"Cleveland County, Oklahoma",population,276733,NA
40029,"Coal County, Oklahoma",population,5618,NA
40031,"Comanche County, Oklahoma",population,122561,NA
40033,"Cotton County, Oklahoma",population,5929,NA
40035,"Craig County, Oklahoma",population,14493,NA
40037,"Creek County, Oklahoma",population,71160,NA
40039,"Custer County, Oklahoma",population,29209,NA
40041,"Delaware County, Oklahoma",population,42112,NA
40043,"Dewey County, Oklahoma",population,4918,NA
40045,"Ellis County, Oklahoma",population,4072,NA
40047,"Garfield County, Oklahoma",population,62190,NA
40049,"Garvin County, Oklahoma",population,27823,NA
40051,"Grady County, Oklahoma",population,54733,NA
40053,"Grant County, Oklahoma",population,4418,NA
40055,"Greer County, Oklahoma",population,5943,NA
40057,"Harmon County, Oklahoma",population,2721,NA
40059,"Harper County, Oklahoma",population,3847,NA
40061,"Haskell County, Oklahoma",population,12704,NA
40063,"Hughes County, Oklahoma",population,13460,NA
40065,"Jackson County, Oklahoma",population,25384,NA
40067,"Jefferson County, Oklahoma",population,6223,NA
40069,"Johnston County, Oklahoma",population,11041,NA
40071,"Kay County, Oklahoma",population,44880,NA
40073,"Kingfisher County, Oklahoma",population,15618,NA
40075,"Kiowa County, Oklahoma",population,9001,NA
40077,"Latimer County, Oklahoma",population,10495,NA
40079,"Le Flore County, Oklahoma",population,49909,NA
40081,"Lincoln County, Oklahoma",population,34854,NA
40083,"Logan County, Oklahoma",population,46044,NA
40085,"Love County, Oklahoma",population,9933,NA
40087,"McClain County, Oklahoma",population,38634,NA
40089,"McCurtain County, Oklahoma",population,32966,NA
40091,"McIntosh County, Oklahoma",population,19819,NA
40093,"Major County, Oklahoma",population,7718,NA
40095,"Marshall County, Oklahoma",population,16376,NA
40097,"Mayes County, Oklahoma",population,40980,NA
40099,"Murray County, Oklahoma",population,13875,NA
40101,"Muskogee County, Oklahoma",population,69084,NA
40103,"Noble County, Oklahoma",population,11411,NA
40105,"Nowata County, Oklahoma",population,10383,NA
40107,"Okfuskee County, Oklahoma",population,12115,NA
40109,"Oklahoma County, Oklahoma",population,782051,NA
40111,"Okmulgee County, Oklahoma",population,38889,NA
40113,"Osage County, Oklahoma",population,47311,NA
40115,"Ottawa County, Oklahoma",population,31566,NA
40117,"Pawnee County, Oklahoma",population,16428,NA
40119,"Payne County, Oklahoma",population,81512,NA
40121,"Pittsburg County, Oklahoma",population,44382,NA
40123,"Pontotoc County, Oklahoma",population,38358,NA
40125,"Pottawatomie County, Oklahoma",population,72000,NA
40127,"Pushmataha County, Oklahoma",population,11119,NA
40129,"Roger Mills County, Oklahoma",population,3708,NA
40131,"Rogers County, Oklahoma",population,90814,NA
40133,"Seminole County, Oklahoma",population,25071,NA
40135,"Sequoyah County, Oklahoma",population,41359,NA
40137,"Stephens County, Oklahoma",population,43983,NA
40139,"Texas County, Oklahoma",population,21121,NA
40141,"Tillman County, Oklahoma",population,7515,NA
40143,"Tulsa County, Oklahoma",population,642781,NA
40145,"Wagoner County, Oklahoma",population,77850,NA
40147,"Washington County, Oklahoma",population,52001,NA
40149,"Washita County, Oklahoma",population,11432,NA
40151,"Woods County, Oklahoma",population,9127,NA
40153,"Woodward County, Oklahoma",population,20967,NA
41001,"Baker County, Oregon",population,15984,NA
41003,"Benton County, Oregon",population,89780,NA
41005,"Clackamas County, Oregon",population,405788,NA
41007,"Clatsop County, Oregon",population,38562,NA
41009,"Columbia County, Oregon",population,50851,NA
41011,"Coos County, Oregon",population,63308,NA
41013,"Crook County, Oregon",population,22337,NA
41015,"Curry County, Oregon",population,22507,NA
41017,"Deschutes County, Oregon",population,180640,NA
41019,"Douglas County, Oregon",population,108323,NA
41021,"Gilliam County, Oregon",population,1907,144
41023,"Grant County, Oregon",population,7183,NA
41025,"Harney County, Oregon",population,7228,NA
41027,"Hood River County, Oregon",population,23131,NA
41029,"Jackson County, Oregon",population,214267,NA
41031,"Jefferson County, Oregon",population,23143,NA
41033,"Josephine County, Oregon",population,85481,NA
41035,"Klamath County, Oregon",population,66310,NA
41037,"Lake County, Oregon",population,7843,NA
41039,"Lane County, Oregon",population,368882,NA
41041,"Lincoln County, Oregon",population,47881,NA
41043,"Linn County, Oregon",population,122870,NA
41045,"Malheur County, Oregon",population,30431,NA
41047,"Marion County, Oregon",population,335553,NA
41049,"Morrow County, Oregon",population,11215,NA
41051,"Multnomah County, Oregon",population,798647,NA
41053,"Polk County, Oregon",population,81427,NA
41055,"Sherman County, Oregon",population,1605,106
41057,"Tillamook County, Oregon",population,26076,NA
41059,"Umatilla County, Oregon",population,76898,NA
41061,"Union County, Oregon",population,26028,NA
41063,"Wallowa County, Oregon",population,6924,NA
41065,"Wasco County, Oregon",population,25866,NA
41067,"Washington County, Oregon",population,581821,NA
41069,"Wheeler County, Oregon",population,1426,124
41071,"Yamhill County, Oregon",population,103820,NA
42001,"Adams County, Pennsylvania",population,102023,NA
42003,"Allegheny County, Pennsylvania",population,1225561,NA
42005,"Armstrong County, Pennsylvania",population,66331,NA
42007,"Beaver County, Pennsylvania",population,166896,NA
42009,"Bedford County, Pennsylvania",population,48611,NA
42011,"Berks County, Pennsylvania",population,416642,NA
42013,"Blair County, Pennsylvania",population,123842,NA
42015,"Bradford County, Pennsylvania",population,61304,NA
42017,"Bucks County, Pennsylvania",population,626370,NA
42019,"Butler County, Pennsylvania",population,186566,NA
42021,"Cambria County, Pennsylvania",population,134550,NA
42023,"Cameron County, Pennsylvania",population,4686,NA
42025,"Carbon County, Pennsylvania",population,63931,NA
42027,"Centre County, Pennsylvania",population,161443,NA
42029,"Chester County, Pennsylvania",population,517156,NA
42031,"Clarion County, Pennsylvania",population,38827,NA
42033,"Clearfield County, Pennsylvania",population,80216,NA
42035,"Clinton County, Pennsylvania",population,39074,NA
42037,"Columbia County, Pennsylvania",population,66220,NA
42039,"Crawford County, Pennsylvania",population,86164,NA
42041,"Cumberland County, Pennsylvania",population,247433,NA
42043,"Dauphin County, Pennsylvania",population,274515,NA
42045,"Delaware County, Pennsylvania",population,563527,NA
42047,"Elk County, Pennsylvania",population,30608,NA
42049,"Erie County, Pennsylvania",population,275972,NA
42051,"Fayette County, Pennsylvania",population,132289,NA
42053,"Forest County, Pennsylvania",population,7351,NA
42055,"Franklin County, Pennsylvania",population,153751,NA
42057,"Fulton County, Pennsylvania",population,14506,NA
42059,"Greene County, Pennsylvania",population,37144,NA
42061,"Huntingdon County, Pennsylvania",population,45421,NA
42063,"Indiana County, Pennsylvania",population,85755,NA
42065,"Jefferson County, Pennsylvania",population,44084,NA
42067,"Juniata County, Pennsylvania",population,24562,NA
42069,"Lackawanna County, Pennsylvania",population,211454,NA
42071,"Lancaster County, Pennsylvania",population,538347,NA
42073,"Lawrence County, Pennsylvania",population,87382,NA
42075,"Lebanon County, Pennsylvania",population,138674,NA
42077,"Lehigh County, Pennsylvania",population,362613,NA
42079,"Luzerne County, Pennsylvania",population,317884,NA
42081,"Lycoming County, Pennsylvania",population,114859,NA
42083,"McKean County, Pennsylvania",population,41806,NA
42085,"Mercer County, Pennsylvania",population,112630,NA
42087,"Mifflin County, Pennsylvania",population,46362,NA
42089,"Monroe County, Pennsylvania",population,167586,NA
42091,"Montgomery County, Pennsylvania",population,821301,NA
42093,"Montour County, Pennsylvania",population,18294,NA
42095,"Northampton County, Pennsylvania",population,301778,NA
42097,"Northumberland County, Pennsylvania",population,92325,NA
42099,"Perry County, Pennsylvania",population,45924,NA
42101,"Philadelphia County, Pennsylvania",population,1575522,NA
42103,"Pike County, Pennsylvania",population,55498,NA
42105,"Potter County, Pennsylvania",population,16937,NA
42107,"Schuylkill County, Pennsylvania",population,143555,NA
42109,"Snyder County, Pennsylvania",population,40466,NA
42111,"Somerset County, Pennsylvania",population,74949,NA
42113,"Sullivan County, Pennsylvania",population,6177,NA
42115,"Susquehanna County, Pennsylvania",population,41340,NA
42117,"Tioga County, Pennsylvania",population,41226,NA
42119,"Union County, Pennsylvania",population,45114,NA
42121,"Venango County, Pennsylvania",population,52376,NA
42123,"Warren County, Pennsylvania",population,40035,NA
42125,"Washington County, Pennsylvania",population,207547,NA
42127,"Wayne County, Pennsylvania",population,51536,NA
42129,"Westmoreland County, Pennsylvania",population,354751,NA
42131,"Wyoming County, Pennsylvania",population,27588,NA
42133,"York County, Pennsylvania",population,444014,NA
44001,"Bristol County, Rhode Island",population,48900,NA
44003,"Kent County, Rhode Island",population,163861,NA
44005,"Newport County, Rhode Island",population,83075,NA
44007,"Providence County, Rhode Island",population,634533,NA
44009,"Washington County, Rhode Island",population,126242,NA
45001,"Abbeville County, South Carolina",population,24657,NA
45003,"Aiken County, South Carolina",population,166926,NA
45005,"Allendale County, South Carolina",population,9214,NA
45007,"Anderson County, South Carolina",population,195995,NA
45009,"Bamberg County, South Carolina",population,14600,NA
45011,"Barnwell County, South Carolina",population,21577,NA
45013,"Beaufort County, South Carolina",population,182658,NA
45015,"Berkeley County, South Carolina",population,209065,NA
45017,"Calhoun County, South Carolina",population,14713,NA
45019,"Charleston County, South Carolina",population,394708,NA
45021,"Cherokee County, South Carolina",population,56711,NA
45023,"Chester County, South Carolina",population,32326,NA
45025,"Chesterfield County, South Carolina",population,46024,NA
45027,"Clarendon County, South Carolina",population,34017,NA
45029,"Colleton County, South Carolina",population,37568,NA
45031,"Darlington County, South Carolina",population,67253,NA
45033,"Dillon County, South Carolina",population,30871,NA
45035,"Dorchester County, South Carolina",population,155474,NA
45037,"Edgefield County, South Carolina",population,26769,NA
45039,"Fairfield County, South Carolina",population,22712,NA
45041,"Florence County, South Carolina",population,138561,NA
45043,"Georgetown County, South Carolina",population,61605,NA
45045,"Greenville County, South Carolina",population,498402,NA
45047,"Greenwood County, South Carolina",population,70264,NA
45049,"Hampton County, South Carolina",population,19807,NA
45051,"Horry County, South Carolina",population,320915,NA
45053,"Jasper County, South Carolina",population,27900,NA
45055,"Kershaw County, South Carolina",population,64361,NA
45057,"Lancaster County, South Carolina",population,89546,NA
45059,"Laurens County, South Carolina",population,66710,NA
45061,"Lee County, South Carolina",population,17606,NA
45063,"Lexington County, South Carolina",population,286316,NA
45065,"McCormick County, South Carolina",population,9606,NA
45067,"Marion County, South Carolina",population,31562,NA
45069,"Marlboro County, South Carolina",population,27131,NA
45071,"Newberry County, South Carolina",population,38068,NA
45073,"Oconee County, South Carolina",population,76696,NA
45075,"Orangeburg County, South Carolina",population,88454,NA
45077,"Pickens County, South Carolina",population,122746,NA
45079,"Richland County, South Carolina",population,408263,NA
45081,"Saluda County, South Carolina",population,20299,NA
45083,"Spartanburg County, South Carolina",population,302195,NA
45085,"Sumter County, South Carolina",population,106995,NA
45087,"Union County, South Carolina",population,27644,NA
45089,"Williamsburg County, South Carolina",population,31794,NA
45091,"York County, South Carolina",population,258641,NA
46003,"Aurora County, South Dakota",population,2759,NA
46005,"Beadle County, South Dakota",population,18374,NA
46007,"Bennett County, South Dakota",population,3437,NA
46009,"Bon Homme County, South Dakota",population,6969,NA
46011,"Brookings County, South Dakota",population,34239,NA
46013,"Brown County, South Dakota",population,38840,NA
46015,"Brule County, South Dakota",population,5256,NA
46017,"Buffalo County, South Dakota",population,2053,NA
46019,"Butte County, South Dakota",population,10177,NA
46021,"Campbell County, South Dakota",population,1435,168
46023,"Charles Mix County, South Dakota",population,9344,NA
