GEOID,NAME,variable,estimate,moe
24005,"Baltimore County, Maryland",population,827625,NA
24009,"Calvert County, Maryland",population,91082,NA
24011,"Caroline County, Maryland",population,32875,NA
24013,"Carroll County, Maryland",population,167522,NA
24015,"Cecil County, Maryland",population,102517,NA
24017,"Charles County, Maryland",population,157671,NA
24019,"Dorchester County, Maryland",population,32261,NA
24021,"Frederick County, Maryland",population,248472,NA
24023,"Garrett County, Maryland",population,29376,NA
24025,"Harford County, Maryland",population,251025,NA
24027,"Howard County, Maryland",population,315327,NA
24029,"Kent County, Maryland",population,19593,NA
24031,"Montgomery County, Maryland",population,1040133,NA
24033,"Prince George's County, Maryland",population,906202,NA
24035,"Queen Anne's County, Maryland",population,49355,NA
24037,"St. Mary's County, Maryland",population,111531,NA
24039,"Somerset County, Maryland",population,25737,NA
24041,"Talbot County, Maryland",population,37211,NA
24043,"Washington County, Maryland",population,149811,NA
24045,"Wicomico County, Maryland",population,102172,NA
24047,"Worcester County, Maryland",population,51564,NA
24510,"Baltimore city, Maryland",population,614700,NA
25001,"Barnstable County, Massachusetts",population,213690,NA
25003,"Berkshire County, Massachusetts",population,127328,NA
25005,"Bristol County, Massachusetts",population,558905,NA
25007,"Dukes County, Massachusetts",population,17313,NA
25009,"Essex County, Massachusetts",population,781024,NA
25011,"Franklin County, Massachusetts",population,70935,NA
25013,"Hampden County, Massachusetts",population,469116,NA
25015,"Hampshire County, Massachusetts",population,161159,NA
25017,"Middlesex County, Massachusetts",population,1595192,NA
25019,"Nantucket County, Massachusetts",population,11101,NA
25021,"Norfolk County, Massachusetts",population,698249,NA
25023,"Plymouth County, Massachusetts",population,512135,NA
25025,"Suffolk County, Massachusetts",population,791766,NA
25027,"Worcester County, Massachusetts",population,822280,NA
26001,"Alcona County, Michigan",population,10364,NA
26003,"Alger County, Michigan",population,9194,NA
26005,"Allegan County, Michigan",population,115250,NA
26007,"Alpena County, Michigan",population,28612,NA
26009,"Antrim County, Michigan",population,23177,NA
26011,"Arenac County, Michigan",population,15165,NA
26013,"Baraga County, Michigan",population,8507,NA
26015,"Barry County, Michigan",population,60057,NA
26017,"Bay County, Michigan",population,104786,NA
26019,"Benzie County, Michigan",population,17552,NA
26021,"Berrien County, Michigan",population,154807,NA
26023,"Branch County, Michigan",population,43584,NA
26025,"Calhoun County, Michigan",population,134473,NA
26027,"Cass County, Michigan",population,51460,NA
26029,"Charlevoix County, Michigan",population,26219,NA
26031,"Cheboygan County, Michigan",population,25458,NA
26033,"Chippewa County, Michigan",population,37834,NA
26035,"Clare County, Michigan",population,30616,NA
26037,"Clinton County, Michigan",population,77896,NA
26039,"Crawford County, Michigan",population,13836,NA
26041,"Delta County, Michigan",population,36190,NA
26043,"Dickinson County, Michigan",population,25570,NA
26045,"Eaton County, Michigan",population,109155,NA
26047,"Emmet County, Michigan",population,33039,NA
26049,"Genesee County, Michigan",population,409361,NA
26051,"Gladwin County, Michigan",population,25289,NA
26053,"Gogebic County, Michigan",population,15414,NA
26055,"Grand Traverse County, Michigan",population,91746,NA
26057,"Gratiot County, Michigan",population,41067,NA
26059,"Hillsdale County, Michigan",population,45830,NA
26061,"Houghton County, Michigan",population,36360,NA
26063,"Huron County, Michigan",population,31543,NA
26065,"Ingham County, Michigan",population,289564,NA
26067,"Ionia County, Michigan",population,64176,NA
26069,"Iosco County, Michigan",population,25247,NA
26071,"Iron County, Michigan",population,11212,NA
26073,"Isabella County, Michigan",population,70775,NA
26075,"Jackson County, Michigan",population,158913,NA
26077,"Kalamazoo County, Michigan",population,261573,NA
26079,"Kalkaska County, Michigan",population,17463,NA
26081,"Kent County, Michigan",population,643140,NA
26083,"Keweenaw County, Michigan",population,2130,NA
26085,"Lake County, Michigan",population,11763,NA
26087,"Lapeer County, Michigan",population,88202,NA
26089,"Leelanau County, Michigan",population,21639,NA
26091,"Lenawee County, Michigan",population,98474,NA
26093,"Livingston County, Michigan",population,188482,NA
26095,"Luce County, Michigan",population,6364,NA
26097,"Mackinac County, Michigan",population,10817,NA
26099,"Macomb County, Michigan",population,868704,NA
26101,"Manistee County, Michigan",population,24444,NA
26103,"Marquette County, Michigan",population,66939,NA
26105,"Mason County, Michigan",population,28884,NA
26107,"Mecosta County, Michigan",population,43264,NA
26109,"Menominee County, Michigan",population,23234,NA
26111,"Midland County, Michigan",population,83389,NA
26113,"Missaukee County, Michigan",population,15006,NA
26115,"Monroe County, Michigan",population,149699,NA
26117,"Montcalm County, Michigan",population,63209,NA
26119,"Montmorency County, Michigan",population,9261,NA
26121,"Muskegon County, Michigan",population,173043,NA
26123,"Newaygo County, Michigan",population,48142,NA
26125,"Oakland County, Michigan",population,1250843,NA
26127,"Oceana County, Michigan",population,26417,NA
26129,"Ogemaw County, Michigan",population,20928,NA
26131,"Ontonagon County, Michigan",population,5968,NA
26133,"Osceola County, Michigan",population,23232,NA
26135,"Oscoda County, Michigan",population,8277,NA
26137,"Otsego County, Michigan",population,24397,NA
26139,"Ottawa County, Michigan",population,284034,NA
26141,"Presque Isle County, Michigan",population,12797,NA
26143,"Roscommon County, Michigan",population,23877,NA
26145,"Saginaw County, Michigan",population,192778,NA
26147,"St. Clair County, Michigan",population,159566,NA
26149,"St. Joseph County, Michigan",population,60897,NA
26151,"Sanilac County, Michigan",population,41376,NA
26153,"Schoolcraft County, Michigan",population,8069,NA
26155,"Shiawassee County, Michigan",population,68493,NA
26157,"Tuscola County, Michigan",population,53250,NA
26159,"Van Buren County, Michigan",population,75272,NA
26161,"Washtenaw County, Michigan",population,365961,NA
26163,"Wayne County, Michigan",population,1761382,NA
26165,"Wexford County, Michigan",population,33111,NA
27001,"Aitkin County, Minnesota",population,15834,NA
27003,"Anoka County, Minnesota",population,347431,NA
27005,"Becker County, Minnesota",population,33773,NA
27007,"Beltrami County, Minnesota",population,46117,NA
27009,"Benton County, Minnesota",population,39779,NA
27011,"Big Stone County, Minnesota",population,5016,NA
27013,"Blue Earth County, Minnesota",population,66322,NA
27015,"Brown County, Minnesota",population,25211,NA
27017,"Carlton County, Minnesota",population,35540,NA
27019,"Carver County, Minnesota",population,100416,NA
27021,"Cass County, Minnesota",population,29022,NA
27023,"Chippewa County, Minnesota",population,12010,NA
27025,"Chisago County, Minnesota",population,54727,NA
27027,"Clay County, Minnesota",population,62801,NA
27029,"Clearwater County, Minnesota",population,8812,NA
27031,"Cook County, Minnesota",population,5311,NA
27033,"Cottonwood County, Minnesota",population,11372,NA
27035,"Crow Wing County, Minnesota",population,63855,NA
27037,"Dakota County, Minnesota",population,418201,NA
27039,"Dodge County, Minnesota",population,20582,NA
27041,"Douglas County, Minnesota",population,37203,NA
27043,"Faribault County, Minnesota",population,13896,NA
27045,"Fillmore County, Minnesota",population,20888,NA
27047,"Freeborn County, Minnesota",population,30526,NA
27049,"Goodhue County, Minnesota",population,46217,NA
27051,"Grant County, Minnesota",population,5938,NA
27053,"Hennepin County, Minnesota",population,1235478,NA
27055,"Houston County, Minnesota",population,18663,NA
27057,"Hubbard County, Minnesota",population,20862,NA
27059,"Isanti County, Minnesota",population,38974,NA
27061,"Itasca County, Minnesota",population,45203,NA
27063,"Jackson County, Minnesota",population,10047,NA
27065,"Kanabec County, Minnesota",population,16004,NA
27067,"Kandiyohi County, Minnesota",population,42658,NA
27069,"Kittson County, Minnesota",population,4337,NA
27071,"Koochiching County, Minnesota",population,12644,NA
27073,"Lac qui Parle County, Minnesota",population,6773,NA
27075,"Lake County, Minnesota",population,10569,NA
27077,"Lake of the Woods County, Minnesota",population,3809,NA
27079,"Le Sueur County, Minnesota",population,27983,NA
27081,"Lincoln County, Minnesota",population,5707,NA
27083,"Lyon County, Minnesota",population,25839,NA
27085,"McLeod County, Minnesota",population,35825,NA
27087,"Mahnomen County, Minnesota",population,5506,NA
27089,"Marshall County, Minnesota",population,9392,NA
27091,"Martin County, Minnesota",population,19964,NA
27093,"Meeker County, Minnesota",population,23079,NA
27095,"Mille Lacs County, Minnesota",population,25728,NA
27097,"Morrison County, Minnesota",population,32949,NA
27099,"Mower County, Minnesota",population,39602,NA
27101,"Murray County, Minnesota",population,8353,NA
27103,"Nicollet County, Minnesota",population,33783,NA
27105,"Nobles County, Minnesota",population,21839,NA
27107,"Norman County, Minnesota",population,6559,NA
27109,"Olmsted County, Minnesota",population,153065,NA
27111,"Otter Tail County, Minnesota",population,57992,NA
27113,"Pennington County, Minnesota",population,14184,NA
27115,"Pine County, Minnesota",population,29129,NA
27117,"Pipestone County, Minnesota",population,9185,NA
27119,"Polk County, Minnesota",population,31591,NA
27121,"Pope County, Minnesota",population,10980,NA
27123,"Ramsey County, Minnesota",population,541493,NA
27125,"Red Lake County, Minnesota",population,4008,NA
27127,"Redwood County, Minnesota",population,15331,NA
27129,"Renville County, Minnesota",population,14721,NA
27131,"Rice County, Minnesota",population,65765,NA
27133,"Rock County, Minnesota",population,9413,NA
27135,"Roseau County, Minnesota",population,15462,NA
27137,"St. Louis County, Minnesota",population,200080,NA
27139,"Scott County, Minnesota",population,143372,NA
27141,"Sherburne County, Minnesota",population,93231,NA
27143,"Sibley County, Minnesota",population,14912,NA
27145,"Stearns County, Minnesota",population,156819,NA
27147,"Steele County, Minnesota",population,36676,NA
27149,"Stevens County, Minnesota",population,9784,NA
27151,"Swift County, Minnesota",population,9411,NA
27153,"Todd County, Minnesota",population,24440,NA
27155,"Traverse County, Minnesota",population,3337,NA
27157,"Wabasha County, Minnesota",population,21500,NA
27159,"Wadena County, Minnesota",population,13646,NA
27161,"Waseca County, Minnesota",population,18809,NA
27163,"Washington County, Minnesota",population,253317,NA
27165,"Watonwan County, Minnesota",population,10973,NA
27167,"Wilkin County, Minnesota",population,6343,NA
27169,"Winona County, Minnesota",population,50847,NA
27171,"Wright County, Minnesota",population,132745,NA
27173,"Yellow Medicine County, Minnesota",population,9868,NA
28001,"Adams County, Mississippi",population,31547,NA
28003,"Alcorn County, Mississippi",population,37180,NA
28005,"Amite County, Mississippi",population,12468,NA
28007,"Attala County, Mississippi",population,18581,NA
28009,"Benton County, Mississippi",population,8253,NA
28011,"Bolivar County, Mississippi",population,32592,NA
28013,"Calhoun County, Mississippi",population,14571,NA
28015,"Carroll County, Mississippi",population,10129,NA
28017,"Chickasaw County, Mississippi",population,17279,NA
28019,"Choctaw County, Mississippi",population,8321,NA
28021,"Claiborne County, Mississippi",population,9120,NA
28023,"Clarke County, Mississippi",population,15928,NA
28025,"Clay County, Mississippi",population,19808,NA
28027,"Coahoma County, Mississippi",population,23802,NA
28029,"Copiah County, Mississippi",population,28721,NA
28031,"Covington County, Mississippi",population,19091,NA
28033,"DeSoto County, Mississippi",population,176132,NA
28035,"Forrest County, Mississippi",population,75517,NA
28037,"Franklin County, Mississippi",population,7757,NA
28039,"George County, Mississippi",population,23710,NA
28041,"Greene County, Mississippi",population,13714,NA
28043,"Grenada County, Mississippi",population,21278,NA
28045,"Hancock County, Mississippi",population,46653,NA
28047,"Harrison County, Mississippi",population,202626,NA
28049,"Hinds County, Mississippi",population,241774,NA
28051,"Holmes County, Mississippi",population,18075,NA
28053,"Humphreys County, Mississippi",population,8539,NA
28055,"Issaquena County, Mississippi",population,1328,195
28057,"Itawamba County, Mississippi",population,23480,NA
28059,"Jackson County, Mississippi",population,142014,NA
28061,"Jasper County, Mississippi",population,16529,NA
28063,"Jefferson County, Mississippi",population,7346,NA
28065,"Jefferson Davis County, Mississippi",population,11495,NA
28067,"Jones County, Mississippi",population,68454,NA
28069,"Kemper County, Mississippi",population,10107,NA
28071,"Lafayette County, Mississippi",population,53459,NA
28073,"Lamar County, Mississippi",population,61223,NA
28075,"Lauderdale County, Mississippi",population,77323,NA
28077,"Lawrence County, Mississippi",population,12630,NA
28079,"Leake County, Mississippi",population,22870,NA
28081,"Lee County, Mississippi",population,84915,NA
28083,"Leflore County, Mississippi",population,29804,NA
28085,"Lincoln County, Mississippi",population,34432,NA
28087,"Lowndes County, Mississippi",population,59437,NA
28089,"Madison County, Mississippi",population,103498,NA
28091,"Marion County, Mississippi",population,25202,NA
28093,"Marshall County, Mississippi",population,35787,NA
28095,"Monroe County, Mississippi",population,35840,NA
28097,"Montgomery County, Mississippi",population,10198,NA
28099,"Neshoba County, Mississippi",population,29376,NA
28101,"Newton County, Mississippi",population,21524,NA
28103,"Noxubee County, Mississippi",population,10828,NA
28105,"Oktibbeha County, Mississippi",population,49481,NA
28107,"Panola County, Mississippi",population,34243,NA
28109,"Pearl River County, Mississippi",population,55149,NA
28111,"Perry County, Mississippi",population,12028,NA
28113,"Pike County, Mississippi",population,39737,NA
28115,"Pontotoc County, Mississippi",population,31315,NA
28117,"Prentiss County, Mississippi",population,25360,NA
28119,"Quitman County, Mississippi",population,7372,NA
28121,"Rankin County, Mississippi",population,151240,NA
28123,"Scott County, Mississippi",population,28415,NA
28125,"Sharkey County, Mississippi",population,4511,195
28127,"Simpson County, Mississippi",population,27073,NA
28129,"Smith County, Mississippi",population,16063,NA
28131,"Stone County, Mississippi",population,18375,NA
28133,"Sunflower County, Mississippi",population,26532,NA
28135,"Tallahatchie County, Mississippi",population,14361,NA
28137,"Tate County, Mississippi",population,28493,NA
28139,"Tippah County, Mississippi",population,21990,NA
28141,"Tishomingo County, Mississippi",population,19478,NA
28143,"Tunica County, Mississippi",population,10170,NA
28145,"Union County, Mississippi",population,28356,NA
28147,"Walthall County, Mississippi",population,14601,NA
28149,"Warren County, Mississippi",population,47075,NA
28151,"Washington County, Mississippi",population,47086,NA
28153,"Wayne County, Mississippi",population,20422,NA
28155,"Webster County, Mississippi",population,9828,NA
28157,"Wilkinson County, Mississippi",population,8990,NA
28159,"Winston County, Mississippi",population,18358,NA
28161,"Yalobusha County, Mississippi",population,12421,NA
28163,"Yazoo County, Mississippi",population,27974,NA
29001,"Adair County, Missouri",population,25325,NA
29003,"Andrew County, Missouri",population,17403,NA
29005,"Atchison County, Missouri",population,5270,NA
29007,"Audrain County, Missouri",population,25735,NA
29009,"Barry County, Missouri",population,35493,NA
29011,"Barton County, Missouri",population,11850,NA
29013,"Bates County, Missouri",population,16374,NA
29015,"Benton County, Missouri",population,18989,NA
29017,"Bollinger County, Missouri",population,12281,NA
29019,"Boone County, Missouri",population,176515,NA
29021,"Buchanan County, Missouri",population,89076,NA
29023,"Butler County, Missouri",population,42733,NA
29025,"Caldwell County, Missouri",population,9049,NA
29027,"Callaway County, Missouri",population,44840,NA
29029,"Camden County, Missouri",population,45096,NA
29031,"Cape Girardeau County, Missouri",population,78324,NA
29033,"Carroll County, Missouri",population,8843,NA
29035,"Carter County, Missouri",population,6197,NA
29037,"Cass County, Missouri",population,102678,NA
29039,"Cedar County, Missouri",population,13938,NA
29041,"Chariton County, Missouri",population,7546,NA
29043,"Christian County, Missouri",population,84275,NA
29045,"Clark County, Missouri",population,6800,NA
29047,"Clay County, Missouri",population,239164,NA
29049,"Clinton County, Missouri",population,20475,NA
29051,"Cole County, Missouri",population,76740,NA
29053,"Cooper County, Missouri",population,17622,NA
29055,"Crawford County, Missouri",population,24280,NA
29057,"Dade County, Missouri",population,7590,NA
29059,"Dallas County, Missouri",population,16499,NA
29061,"Daviess County, Missouri",population,8302,NA
29063,"DeKalb County, Missouri",population,12564,NA
29065,"Dent County, Missouri",population,15504,NA
29067,"Douglas County, Missouri",population,13374,NA
29069,"Dunklin County, Missouri",population,30428,NA
29071,"Franklin County, Missouri",population,102781,NA
29073,"Gasconade County, Missouri",population,14746,NA
29075,"Gentry County, Missouri",population,6665,NA
29077,"Greene County, Missouri",population,288429,NA
29079,"Grundy County, Missouri",population,10039,NA
29081,"Harrison County, Missouri",population,8554,NA
29083,"Henry County, Missouri",population,21765,NA
29085,"Hickory County, Missouri",population,9368,NA
29087,"Holt County, Missouri",population,4456,NA
29089,"Howard County, Missouri",population,10113,NA
29091,"Howell County, Missouri",population,40102,NA
29093,"Iron County, Missouri",population,10221,NA
29095,"Jackson County, Missouri",population,692003,NA
29097,"Jasper County, Missouri",population,119238,NA
29099,"Jefferson County, Missouri",population,223302,NA
29101,"Johnson County, Missouri",population,53689,NA
29103,"Knox County, Missouri",population,3951,NA
29105,"Laclede County, Missouri",population,35507,NA
29107,"Lafayette County, Missouri",population,32589,NA
29109,"Lawrence County, Missouri",population,38133,NA
29111,"Lewis County, Missouri",population,10027,NA
29113,"Lincoln County, Missouri",population,55563,NA
29115,"Linn County, Missouri",population,12186,NA
29117,"Livingston County, Missouri",population,15076,NA
29119,"McDonald County, Missouri",population,22827,NA
29121,"Macon County, Missouri",population,15254,NA
29123,"Madison County, Missouri",population,12205,NA
29125,"Maries County, Missouri",population,8884,NA
29127,"Marion County, Missouri",population,28672,NA
29129,"Mercer County, Missouri",population,3664,NA
29131,"Miller County, Missouri",population,25049,NA
29133,"Mississippi County, Missouri",population,13748,NA
29135,"Moniteau County, Missouri",population,15958,NA
29137,"Monroe County, Missouri",population,8654,NA
29139,"Montgomery County, Missouri",population,11545,NA
29141,"Morgan County, Missouri",population,20137,NA
29143,"New Madrid County, Missouri",population,17811,NA
29145,"Newton County, Missouri",population,58202,NA
29147,"Nodaway County, Missouri",population,22547,NA
29149,"Oregon County, Missouri",population,10699,NA
29151,"Osage County, Missouri",population,13619,NA
29153,"Ozark County, Missouri",population,9236,NA
29155,"Pemiscot County, Missouri",population,17031,NA
29157,"Perry County, Missouri",population,19146,NA
29159,"Pettis County, Missouri",population,42371,NA
29161,"Phelps County, Missouri",population,44789,NA
29163,"Pike County, Missouri",population,18489,NA
29165,"Platte County, Missouri",population,98824,NA
29167,"Polk County, Missouri",population,31549,NA
29169,"Pulaski County, Missouri",population,52591,NA
29171,"Putnam County, Missouri",population,4815,NA
29173,"Ralls County, Missouri",population,10217,NA
29175,"Randolph County, Missouri",population,24945,NA
29177,"Ray County, Missouri",population,22825,NA
29179,"Reynolds County, Missouri",population,6315,NA
29181,"Ripley County, Missouri",population,13693,NA
29183,"St. Charles County, Missouri",population,389985,NA
29185,"St. Clair County, Missouri",population,9383,NA
29186,"Ste. Genevieve County, Missouri",population,17871,NA
29187,"St. Francois County, Missouri",population,66342,NA
29189,"St. Louis County, Missouri",population,998684,NA
29195,"Saline County, Missouri",population,23102,NA
29197,"Schuyler County, Missouri",population,4502,NA
29199,"Scotland County, Missouri",population,4898,NA
29201,"Scott County, Missouri",population,38729,NA
29203,"Shannon County, Missouri",population,8246,NA
29205,"Shelby County, Missouri",population,6061,NA
29207,"Stoddard County, Missouri",population,29512,NA
29209,"Stone County, Missouri",population,31527,NA
29211,"Sullivan County, Missouri",population,6317,NA
29213,"Taney County, Missouri",population,54720,NA
29215,"Texas County, Missouri",population,25671,NA
29217,"Vernon County, Missouri",population,20691,NA
29219,"Warren County, Missouri",population,33908,NA
29221,"Washington County, Missouri",population,24931,NA
29223,"Wayne County, Missouri",population,13308,NA
29225,"Webster County, Missouri",population,38082,NA
29227,"Worth County, Missouri",population,2040,NA
29229,"Wright County, Missouri",population,18293,NA
29510,"St. Louis city, Missouri",population,311273,NA
30001,"Beaverhead County, Montana",population,9393,NA
30003,"Big Horn County, Montana",population,13376,NA
30005,"Blaine County, Montana",population,6727,NA
30007,"Broadwater County, Montana",population,5834,NA
30009,"Carbon County, Montana",population,10546,NA
30011,"Carter County, Montana",population,1318,110
30013,"Cascade County, Montana",population,81746,NA
30015,"Chouteau County, Montana",population,5789,NA
30017,"Custer County, Montana",population,11845,NA
30019,"Daniels County, Montana",population,1753,157
30021,"Dawson County, Montana",population,9191,NA
30023,"Deer Lodge County, Montana",population,9100,NA
30025,"Fallon County, Montana",population,2838,157
30027,"Fergus County, Montana",population,11273,NA
30029,"Flathead County, Montana",population,98082,NA
30031,"Gallatin County, Montana",population,104729,NA
30033,"Garfield County, Montana",population,1141,114
30035,"Glacier County, Montana",population,13699,NA
30037,"Golden Valley County, Montana",population,724,100
30039,"Granite County, Montana",population,3269,NA
30041,"Hill County, Montana",population,16439,NA
30043,"Jefferson County, Montana",population,11778,NA
30045,"Judith Basin County, Montana",population,1951,NA
30047,"Lake County, Montana",population,29774,NA
30049,"Lewis and Clark County, Montana",population,67077,NA
30051,"Liberty County, Montana",population,2280,201
30053,"Lincoln County, Montana",population,19358,NA
30055,"McCone County, Montana",population,1630,118
30057,"Madison County, Montana",population,8218,NA
30059,"Meagher County, Montana",population,1968,201
30061,"Mineral County, Montana",population,4211,NA
30063,"Missoula County, Montana",population,115983,NA
30065,"Musselshell County, Montana",population,4807,108
30067,"Park County, Montana",population,16246,NA
30069,"Petroleum County, Montana",population,432,57
30071,"Phillips County, Montana",population,4124,NA
30073,"Pondera County, Montana",population,6044,NA
30075,"Powder River County, Montana",population,1619,110
30077,"Powell County, Montana",population,6861,NA
30079,"Prairie County, Montana",population,1342,116
30081,"Ravalli County, Montana",population,41902,NA
30083,"Richland County, Montana",population,11360,NA
30085,"Roosevelt County, Montana",population,11228,NA
30087,"Rosebud County, Montana",population,9250,NA
30089,"Sanders County, Montana",population,11521,NA
30091,"Sheridan County, Montana",population,3574,157
30093,"Silver Bow County, Montana",population,34814,NA
30095,"Stillwater County, Montana",population,9410,NA
30097,"Sweet Grass County, Montana",population,3653,NA
30099,"Teton County, Montana",population,6080,NA
30101,"Toole County, Montana",population,4976,NA
30103,"Treasure County, Montana",population,777,88
30105,"Valley County, Montana",population,7532,NA
30107,"Wheatland County, Montana",population,2149,NA
30109,"Wibaux County, Montana",population,1175,145
30111,"Yellowstone County, Montana",population,157816,NA
31001,"Adams County, Nebraska",population,31583,NA
31003,"Antelope County, Nebraska",population,6372,NA
31005,"Arthur County, Nebraska",population,418,46
31007,"Banner County, Nebraska",population,696,72
31009,"Blaine County, Nebraska",population,480,55
31011,"Boone County, Nebraska",population,5313,NA
31013,"Box Butte County, Nebraska",population,11089,NA
31015,"Boyd County, Nebraska",population,2042,90
31017,"Brown County, Nebraska",population,2988,104
31019,"Buffalo County, Nebraska",population,49030,NA
31021,"Burt County, Nebraska",population,6528,NA
31023,"Butler County, Nebraska",population,8067,NA
31025,"Cass County, Nebraska",population,25702,NA
31027,"Cedar County, Nebraska",population,8523,NA
31029,"Chase County, Nebraska",population,3734,214
31031,"Cherry County, Nebraska",population,5790,NA
31033,"Cheyenne County, Nebraska",population,9852,NA
31035,"Clay County, Nebraska",population,6232,NA
31037,"Colfax County, Nebraska",population,10760,NA
31039,"Cuming County, Nebraska",population,8991,NA
31041,"Custer County, Nebraska",population,10830,NA
31043,"Dakota County, Nebraska",population,20317,NA
31045,"Dawes County, Nebraska",population,8896,NA
31047,"Dawson County, Nebraska",population,23804,NA
31049,"Deuel County, Nebraska",population,1894,120
31051,"Dixon County, Nebraska",population,5746,NA
31053,"Dodge County, Nebraska",population,36683,NA
31055,"Douglas County, Nebraska",population,554992,NA
31057,"Dundy County, Nebraska",population,2023,214
31059,"Fillmore County, Nebraska",population,5574,NA
31061,"Franklin County, Nebraska",population,3006,NA
31063,"Frontier County, Nebraska",population,2609,74
31065,"Furnas County, Nebraska",population,4786,NA
31067,"Gage County, Nebraska",population,21595,NA
31069,"Garden County, Nebraska",population,1860,117
31071,"Garfield County, Nebraska",population,1975,102
31073,"Gosper County, Nebraska",population,2015,NA
31075,"Grant County, Nebraska",population,718,63
31077,"Greeley County, Nebraska",population,2410,NA
31079,"Hall County, Nebraska",population,61343,NA
31081,"Hamilton County, Nebraska",population,9178,NA
31083,"Harlan County, Nebraska",population,3438,NA
31085,"Hayes County, Nebraska",population,943,74
31087,"Hitchcock County, Nebraska",population,2843,NA
31089,"Holt County, Nebraska",population,10245,NA
31091,"Hooker County, Nebraska",population,691,82
31093,"Howard County, Nebraska",population,6405,NA
31095,"Jefferson County, Nebraska",population,7188,NA
31097,"Johnson County, Nebraska",population,5197,NA
31099,"Kearney County, Nebraska",population,6552,NA
31101,"Keith County, Nebraska",population,8099,NA
31103,"Keya Paha County, Nebraska",population,792,104
31105,"Kimball County, Nebraska",population,3667,NA
31107,"Knox County, Nebraska",population,8460,NA
31109,"Lancaster County, Nebraska",population,310094,NA
31111,"Lincoln County, Nebraska",population,35433,NA
31113,"Logan County, Nebraska",population,886,75
31115,"Loup County, Nebraska",population,585,61
31117,"McPherson County, Nebraska",population,454,89
31119,"Madison County, Nebraska",population,35164,NA
31121,"Merrick County, Nebraska",population,7803,NA
31123,"Morrill County, Nebraska",population,4841,NA
31125,"Nance County, Nebraska",population,3554,NA
31127,"Nemaha County, Nebraska",population,7004,NA
31129,"Nuckolls County, Nebraska",population,4275,NA
31131,"Otoe County, Nebraska",population,15896,NA
31133,"Pawnee County, Nebraska",population,2676,NA
31135,"Perkins County, Nebraska",population,2907,NA
31137,"Phelps County, Nebraska",population,9120,NA
31139,"Pierce County, Nebraska",population,7157,NA
31141,"Platte County, Nebraska",population,33063,NA
31143,"Polk County, Nebraska",population,5255,NA
31145,"Red Willow County, Nebraska",population,10806,NA
31147,"Richardson County, Nebraska",population,8009,NA
31149,"Rock County, Nebraska",population,1350,90
31151,"Saline County, Nebraska",population,14288,NA
31153,"Sarpy County, Nebraska",population,178351,NA
31155,"Saunders County, Nebraska",population,21024,NA
31157,"Scotts Bluff County, Nebraska",population,36255,NA
31159,"Seward County, Nebraska",population,17127,NA
31161,"Sheridan County, Nebraska",population,5234,NA
31163,"Sherman County, Nebraska",population,3042,NA
31165,"Sioux County, Nebraska",population,1266,72
31167,"Stanton County, Nebraska",population,5992,NA
31169,"Thayer County, Nebraska",population,5098,NA
31171,"Thomas County, Nebraska",population,645,72
31173,"Thurston County, Nebraska",population,7140,NA
31175,"Valley County, Nebraska",population,4224,61
31177,"Washington County, Nebraska",population,20219,NA
31179,"Wayne County, Nebraska",population,9367,NA
31181,"Webster County, Nebraska",population,3571,NA
31183,"Wheeler County, Nebraska",population,822,102
31185,"York County, Nebraska",population,13799,NA
32001,"Churchill County, Nevada",population,24010,NA
32003,"Clark County, Nevada",population,2141574,NA
32005,"Douglas County, Nevada",population,47828,NA
32007,"Elko County, Nevada",population,52252,NA
32009,"Esmeralda County, Nevada",population,981,167
32011,"Eureka County, Nevada",population,1830,167
32013,"Humboldt County, Nevada",population,16904,NA
32015,"Lander County, Nevada",population,5746,NA
32017,"Lincoln County, Nevada",population,5174,NA
32019,"Lyon County, Nevada",population,53155,NA
32021,"Mineral County, Nevada",population,4448,NA
32023,"Nye County, Nevada",population,43705,NA
32027,"Pershing County, Nevada",population,6611,NA
32029,"Storey County, Nevada",population,3941,NA
32031,"Washoe County, Nevada",population,450486,NA
32033,"White Pine County, Nevada",population,9737,NA
32510,"Carson City, Nevada",population,54467,NA
33001,"Belknap County, New Hampshire",population,60640,NA
33003,"Carroll County, New Hampshire",population,47840,NA
33005,"Cheshire County, New Hampshire",population,76263,NA
33007,"Coos County, New Hampshire",population,32038,NA
33009,"Grafton County, New Hampshire",population,89811,NA
33011,"Hillsborough County, New Hampshire",population,411087,NA
33013,"Merrimack County, New Hampshire",population,149452,NA
33015,"Rockingham County, New Hampshire",population,305129,NA
33017,"Strafford County, New Hampshire",population,128237,NA
33019,"Sullivan County, New Hampshire",population,43125,NA
34001,"Atlantic County, New Jersey",population,268539,NA
34003,"Bergen County, New Jersey",population,929999,NA
34005,"Burlington County, New Jersey",population,446367,NA
34007,"Camden County, New Jersey",population,507367,NA
34009,"Cape May County, New Jersey",population,93705,NA
34011,"Cumberland County, New Jersey",population,153400,NA
34013,"Essex County, New Jersey",population,793555,NA
34015,"Gloucester County, New Jersey",population,290852,NA
34017,"Hudson County, New Jersey",population,668631,NA
34019,"Hunterdon County, New Jersey",population,125051,NA
34021,"Mercer County, New Jersey",population,368762,NA
34023,"Middlesex County, New Jersey",population,826698,NA
34025,"Monmouth County, New Jersey",population,623387,NA
34027,"Morris County, New Jersey",population,494383,NA
